PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,Gender___female,Gender___male,Gender___other,City___adana,City___ankara,City___antalya,City___bursa,City___eskisehir,City___gaziantep,City___istanbul,City___izmir,City___kayseri,City___konya,Product_Category___beauty,Product_Category___books,Product_Category___electronics,Product_Category___fashion,Product_Category___food,Product_Category___home & garden,Product_Category___sports,Product_Category___toys,Payment_Method___bank transfer,Payment_Method___cash on delivery,Payment_Method___credit card,Payment_Method___debit card,Payment_Method___digital wallet,Device_Type___desktop,Device_Type___mobile,Device_Type___tablet,Is_Returning_Customer___False,Is_Returning_Customer___True
-0.6928768961598815,1.0327774607358438,-0.8110715209222226,0.17629906482264568,-0.4448209824070659,0.3525304105161936,1.4144665767206432,0.3148147187043786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.054197522319169,-0.4832131100640659,-1.2703691810995936,-0.4443241123722134,-0.792459607366074,0.9564646814934361,-0.6957896700017621,0.7376080773768906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.2629911531948462,-0.12282093957921353,-0.11280658690756203,-0.48502275362450553,1.2081428153744205,0.17351933329811264,0.9993195440118631,-0.09965686225762674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.10510531293434236,-0.33137438991408724,1.2999687351647033,-0.7460337451178071,1.375706597504181,0.5878682669992265,-0.21771281383988234,0.7188964709920821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.43796108768491737,-0.307147228376883,-0.2674452708873074,-0.051726157680689666,0.1602024962635377,-0.7292643266221236,-0.09672743938012346,0.052497661581723136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.5010301765579397,-0.8405968012177636,-0.8786886516630836,-0.8211118758965907,-0.5335886617921471,1.0550326013271178,-0.25824357916829355,0.02630544547043093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.04112032338037346,-0.9102764374166843,0.33853131117722235,0.2012323092284514,1.0001848821875008,-0.769623809111235,0.9502824224824399,-0.30719157187128593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.44354979997779076,-1.0545724865030486,1.8599143217363099,0.4048618182500145,1.6596187661899342,1.53154449995322,1.0520121763004604,0.9566421493200867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.0035811221018468933,-0.2282432179199115,0.6293771351239701,0.295827153126866,0.21292669630615188,-0.9872172106411156,0.11842744956653885,-0.2967114421687937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6270410463930314,-0.07591365509867941,-0.1752913165825479,-1.7672978272992077,0.5551129377428846,1.2216722035258174,-0.352296426697961,0.12556628779446394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
