num__Age,num__Unit_Price,num__Quantity,num__Discount_Amount,num__Session_Duration_Minutes,num__Pages_Viewed,num__Delivery_Time_Days,num__Customer_Rating,num__order_month,num__order_dayofweek,cat__Gender_Female,cat__Gender_Male,cat__Gender_Other,cat__City_Adana,cat__City_Ankara,cat__City_Antalya,cat__City_Bursa,cat__City_Eskisehir,cat__City_Gaziantep,cat__City_Istanbul,cat__City_Izmir,cat__City_Kayseri,cat__City_Konya,cat__Product_Category_Beauty,cat__Product_Category_Books,cat__Product_Category_Electronics,cat__Product_Category_Fashion,cat__Product_Category_Food,cat__Product_Category_Home & Garden,cat__Product_Category_Sports,cat__Product_Category_Toys,cat__Payment_Method_Bank Transfer,cat__Payment_Method_Cash on Delivery,cat__Payment_Method_Credit Card,cat__Payment_Method_Debit Card,cat__Payment_Method_Digital Wallet,cat__Device_Type_Desktop,cat__Device_Type_Mobile,cat__Device_Type_Tablet,cat__Is_Returning_Customer_False,cat__Is_Returning_Customer_True
-0.3557389746463126,-0.5054796500233382,0.5300207764760324,-0.2157485367405454,-1.2182864431401255,-1.0722672885555053,-0.9995675316338893,0.08511600820382975,-1.3114762411052285,-0.48828550940038606,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.8082179553717169,-0.4149747304267347,-0.8852549951555625,-0.061384579181260814,-0.300664548813092,-0.36015220400926234,-1.2876480941049289,-1.6974181950177372,-1.0344281838345175,-1.4789738368675656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.351192732242202,1.095748653369823,1.9452965481076272,2.423543056837285,-1.4476919167218838,-0.36015220400926234,1.593157530605466,-0.8061510934069538,-0.7573801265638064,-0.48828550940038606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6272263630815552,-0.5994193948817405,-0.8852549951555625,-0.22956737818755973,-0.5300700223948503,-1.428324830828627,-0.1353258442207709,0.9763831098146133,1.4590043316018824,0.007058654333203702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.3557389746463126,-0.5370745903282971,0.5300207764760324,-0.27413046378413325,1.075768292677458,-0.36015220400926234,1.593157530605466,-1.6974181950177372,-1.3114762411052285,1.493091145533973,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.08425158621107004,-0.5878745655295834,-0.17761710933976507,-0.24231499161542575,-0.6447727591857295,0.7080204228101022,1.3050769681344265,0.08511600820382975,0.9049082170604602,0.5024028180667934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.26524317850123175,-0.5655618315868666,1.9452965481076272,-0.1477255575246219,-1.2182864431401255,-1.428324830828627,0.1527547182502686,0.9763831098146133,-0.7573801265638064,0.9977469818003832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.8207063752397386,-0.03484043786202468,1.9452965481076272,-0.27413046378413325,-0.18596181202221285,-1.0722672885555053,-0.1353258442207709,0.9763831098146133,-1.3114762411052285,-1.4789738368675656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.816160132835628,-0.17928029222425462,-0.8852549951555625,0.3826394347557514,0.7316600823048206,-0.36015220400926234,1.593157530605466,-2.5886852966285208,0.9049082170604602,-1.4789738368675656,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.3682273945143342,-0.4783145438853818,1.9452965481076272,-0.27413046378413325,-1.2182864431401255,0.35196288053698066,-0.9995675316338893,0.08511600820382975,0.9049082170604602,0.5024028180667934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
