PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,heating___electric,heating___hot air,heating___hot water/steam,fuel___electric,fuel___gas,fuel___oil,sewer___none,sewer___public/commercial,sewer___septic,waterfront___No,waterfront___Yes,newConstruction___No,newConstruction___Yes,centralAir___No,centralAir___Yes,objetivo
-0.2769195202341257,-0.6423589858594199,-0.3937891028571549,-0.09792446272260667,-0.1515404851775555,0.7215988854652947,-0.05808934104384751,0.24495051465052645,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,166500
1.6457933201710333,-0.8006733143570753,0.45982263949032476,0.39738316295998866,0.5568960320215278,0.11036440581365951,0.3202705464882824,-0.29204945808181226,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,292500
1.2028481852476878,0.2132023037717326,0.4266798840828642,-0.02179489121298011,-0.8902919031509292,0.022757627764655487,-0.45902973369542693,0.05476104296680653,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,196500
-1.907295275793428,-0.09589321316907994,-0.16586798935688193,0.9756584890657592,-0.4569051157519758,-1.2046199857780984,-0.7324651000435577,0.44671856241854735,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,145000
-0.2792649783840115,-0.5593931147523405,-0.3025612489057238,0.24391478181573126,-0.6784623496917012,0.5531533350539665,0.10560613955744509,0.1418576099868206,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,180000
-0.9871364612398029,0.8155749167919485,0.0045506460011926955,-0.48577267829385085,-0.18959318312831502,-0.43561518707220465,0.7733326483380605,-0.21713553591941442,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,113000
3.1686508068048838,1.7232949932813362,0.5281239004513741,-0.9527482463385897,-0.7735948015724531,0.612890020277947,1.9138872160783609,-1.0379203781534616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,425000
-2.275322447804534,-0.9955159110024918,-0.3644601164886796,-0.23240934949769784,0.2814334132809547,-0.3416310763380891,0.8585848377415521,0.05137299097040761,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,92500
2.006363446063032,0.15318601018597366,0.38792576119081146,-0.17030681973525,-0.905024974430301,0.12344593164291805,0.5785885653078743,0.19665424189938502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,252659
-0.5966104442459583,-0.5779709613488861,-0.6780024369553824,-0.696257510078126,-0.23765394478494153,-0.8608283079105608,0.9473333868426187,0.2316207882139123,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,153000
-0.016036857776793444,-0.9108295341370236,-0.3549917493513476,-0.660449606480061,0.2653374584788284,-1.1569135965791966,0.5849353076818019,0.053061369201517106,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,168900
-2.594397768029975,-0.7419414747452272,0.6508868518093763,1.2719157753188124,0.296995962866374,-0.24196319834924868,1.9200082745314635,-0.6839597098751555,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,135500
-2.4782151860861057,2.587966090524824,1.9467923230248199,-0.30056377712550003,-0.2731648134670455,0.6653137171974705,0.9253292113250227,0.015741631234507315,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,135000
-1.7267391505409555,0.3151690666746876,1.4756248069960682,0.8336128619041678,0.8448811198913677,-0.6254746827392607,-0.3112987003888732,0.8143029903303396,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,227500
-0.7726426194259027,-0.7054241022652428,0.2379418234592063,-0.025540791692170283,-0.3167496848454341,-0.8763556545244835,1.4305700004327464,0.7586677295979699,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,165000
-0.45337415276126347,-0.0910971829302083,-1.8845077661466705,-1.5370977164456772,0.6015087239670588,-0.3885722265548007,0.6403129684368863,0.034330203086463215,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,147543
-1.3837136971568973,-0.1860053601416871,-0.15428743415051815,-0.007476124558950316,-0.25314717201177184,-0.842463981557912,0.01947314465552265,0.4062122441355035,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,193000
-1.20987565819418,-1.3801192721630715,0.5057792066825058,0.45998410022811365,-0.6556870383731833,0.5604056150772434,-0.23166284527405778,-0.7165453052273698,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,97500
1.3079564517365545,-0.2783222892221536,0.020242459329174907,-0.2071422228916575,0.4438373017219008,-1.6032652487437051,0.4411968812049118,-0.9222226062130845,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,339900
2.8982436359700228,-0.08714239113456321,-0.2293136309020616,-0.08156736288113671,-0.6794388605020554,-0.32055834622083196,0.5915127678888089,-0.22651945431410941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,395000
-0.20097577307523742,-0.2663778273688795,-0.5368633084585123,-0.9809781566665263,-0.0016969379520071974,-0.7638112200277342,0.9471620521573332,-0.1000798701573196,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,141000
2.632901248221941,0.5185455935390406,0.3579236855444524,-0.465833547930555,-1.1262486288508222,-0.21307993434553288,-0.0296688487086603,0.8096807544573449,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,187500
1.1616926677728387,-0.04502584293092549,0.2857977235701648,-0.01339503193977269,-0.9392305573882108,0.10499329499044506,0.228208627915143,0.41886177697579263,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,176000
-1.5555637821671355,-0.2716033683322125,-0.6629356304230867,0.30573479076829946,0.35759726224151067,-0.7748644035862939,-0.12058923395881024,0.8530036662457333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,150000
-2.7238131663800833,1.0077226607975969,0.05307185538951706,-0.8096726561962314,1.328359498186095,0.5981277488273452,-0.09420923708062419,-0.6468883696425473,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,163000
-0.11016585797867844,1.2464651469846053,-1.041823257387906,-1.1848452417926059,-0.38319974027021564,1.2108471152764009,-0.8611359716434178,0.3209636229699523,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,182000
1.577857848745992,-0.26169439833172864,0.016683065203135193,-0.03257840817884363,-0.8489208776446394,-0.047418107664151256,0.1614783274576048,0.3886656100097027,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,219900
3.8965756106759484,0.005208070492570574,-0.3142508935325435,0.44137185669969675,0.4987895060405285,-0.5980893076049555,0.22120068874441415,-0.3611677206705958,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,420000
-0.4336672886976022,0.6917072419537288,0.7527872879785958,-0.3036277277079923,-0.458765516422948,-0.9706881660924442,-0.09515380705461744,0.8526160481634776,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,260000
-2.890356073028815,0.32542731618520376,2.1018406627334087,0.9513078977735772,0.9208252130463039,0.032199224302512104,0.5081488818624822,0.1953053359860193,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,100000
3.1518958818659977,0.13195608524722743,0.3685503942067492,-0.23493168487068566,-0.06707065566298968,-0.4258952937433572,-0.3800997525444437,-0.74370132997602,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,324000
0.45048211805328037,-0.725503023014336,0.6985346322379472,-0.042862419151394,-0.5086109396368942,0.27927047333087585,-0.1334383464931471,-0.4329572333703339,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,205900
2.1421036974947683,1.0031126628914036,0.5731793974620916,-0.3220755425856689,-1.2290513758792398,-0.3114024400683636,-0.9617300811816587,0.2799318989470679,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,150000
1.0088927671806054,-1.3428018809322972,-0.004043574270836898,0.10651886554620257,0.8353314955531559,0.6669920893870486,1.4007869768594403,-0.8053345200950422,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,465000
0.5452589977596293,-1.157207427582513,0.1133145686157944,-0.025982138908154137,-0.36710876726331154,0.14713665559620942,0.11903843104728769,-0.23844566930901537,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,268500
-1.4153985316525948,-0.14840753659538217,0.6420526995202024,0.4043104097636374,-0.09874759570812071,-0.9289357658888675,0.06341590201891979,0.46538597429523115,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,185000
1.8856852969041393,-1.2221265333432452,0.4273288710833226,-0.12724482170701587,1.6257486791131155,0.11692080464256124,-0.32581724135838247,-0.29942383421172314,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,381500
-0.5467740589218123,1.2456277430697773,-0.13562384422746776,3.880544969237727,0.5400017489661649,0.25116223056741765,-0.4989952540368083,-1.022394564935645,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,139000
-0.9779618675974631,0.38689567715579853,0.760552159637427,-0.2578929302373365,0.45531982098888274,-0.8789195466984163,-0.9505924800833879,-0.4150663550581102,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,135000
1.6956774725285513,-0.2969875974704751,0.1018988755464238,-0.00764827150029084,-0.7448833164810876,-0.19870721028629593,-0.09740535260103027,0.1730182695615671,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,215000
3.499130493915136,0.3367611386679824,-1.23684003324589,-0.679516561475521,2.038356090578265,0.23886121477606773,-0.1718899584755116,-0.06789657019330489,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,345264
-1.4831199892814098,1.325376037119345,1.5905755013153768,-0.027903885652862902,-0.6425863190673774,-0.477390001703936,0.06461647139398752,-0.48306076042024093,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,107000
-2.0143528023879185,-0.39430721704986527,0.9653041155759176,1.7015727546305406,-0.2881556093826449,1.0166453028774722,0.025870890286957025,0.042444098255815854,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,100000
