lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,heating_hot air,heating_hot water/steam,fuel_gas,fuel_oil,sewer_public/commercial,sewer_septic,waterfront_Yes,newConstruction_Yes,centralAir_Yes
-0.5335709440003307,2.5387357645382385,1.5802324852250678,-1.1660917741881645,0.1296836566798069,-1.4198825341171428,-1.0765097752309336,-1.3548729983757242,-0.9038583222436678,0.725718035235908,-0.447213595499958,0.6726301284068325,-0.3770207400183576,0.6544267936709409,-0.6408413361120014,-0.08983558798534157,-0.22283677014086875,-0.7694936710911681
-0.30256224888884575,-0.23869829748601107,-0.2481789336054533,0.28346289879289666,0.7187261171031272,-0.1952004237110195,-1.0765097752309336,-0.6005798461195472,0.3924896263605073,0.725718035235908,-0.447213595499958,0.6726301284068325,-0.3770207400183576,0.6544267936709409,-0.6408413361120014,-0.08983558798534157,-0.22283677014086875,-0.7694936710911681
-0.19385227471873523,-0.07138299254479122,-0.32108210022549005,0.3379815479979366,0.5223786302953538,-0.1952004237110195,-1.0765097752309336,-0.6005798461195472,-0.03962635650755106,-1.377945636523876,2.2360679774997902,0.6726301284068325,-0.3770207400183576,0.6544267936709409,-0.6408413361120014,-0.08983558798534157,-0.22283677014086875,-0.7694936710911681
-0.4656272101440115,-0.305624419462499,-0.5718689933984163,-0.5599726742027208,-1.5392699811862671,-1.4198825341171428,-1.0765097752309336,-0.6005798461195472,-0.03962635650755106,-1.377945636523876,-0.447213595499958,-1.4867011716655691,-0.3770207400183576,0.6544267936709409,-0.6408413361120014,-0.08983558798534157,-0.22283677014086875,-0.7694936710911681
-0.4928047036865391,-0.339087480450743,-0.5747851200632178,-0.26172359325750244,-1.5392699811862671,-0.1952004237110195,-1.0765097752309336,-0.6005798461195472,-0.03962635650755106,-1.377945636523876,-0.447213595499958,-1.4867011716655691,-0.3770207400183576,0.6544267936709409,-0.6408413361120014,-0.08983558798534157,-0.22283677014086875,-0.7694936710911681
0.3361088493605536,-0.8075703342861585,-0.48730132011917376,-1.1853336503781786,0.6205523736992404,-0.1952004237110195,-1.0765097752309336,-0.6005798461195472,-0.9038583222436678,0.725718035235908,-0.447213595499958,0.6726301284068325,-0.3770207400183576,-1.5280547949306922,1.5604486534327238,-0.08983558798534157,-0.22283677014086875,-0.7694936710911681
0.24098762196170678,0.16285843437291658,-0.8255720132361442,-0.5054540249976809,-1.1465750075707204,-0.1952004237110195,2.5443578653254995,0.15371330613662987,-0.47174233937560944,-1.377945636523876,2.2360679774997902,0.6726301284068325,-0.3770207400183576,-1.5280547949306922,1.5604486534327238,-0.08983558798534157,-0.22283677014086875,-0.7694936710911681
-0.01719856669230563,-0.5064027853919628,-0.48146906678957085,-0.2905864075425236,-0.16483757353185322,-0.1952004237110195,0.7339240450472829,-0.6005798461195472,-0.03962635650755106,0.725718035235908,-0.447213595499958,0.6726301284068325,-0.3770207400183576,0.6544267936709409,-0.6408413361120014,-0.08983558798534157,-0.22283677014086875,-0.7694936710911681
-0.0036098199210418055,0.6313412882083321,-0.5893657533872252,-0.7780472710228805,-3.4045711058601147,-0.1952004237110195,-1.0765097752309336,-1.3548729983757242,-0.03962635650755106,-1.377945636523876,2.2360679774997902,-1.4867011716655691,2.6523739780238844,0.6544267936709409,-0.6408413361120014,-0.08983558798534157,-0.22283677014086875,-0.7694936710911681
-0.6422809181704412,-0.305624419462499,-0.2685918202590636,-0.8646357138779438,0.6205523736992404,-1.4198825341171428,0.7339240450472829,0.15371330613662987,-1.335974305111726,0.725718035235908,-0.447213595499958,0.6726301284068325,-0.3770207400183576,0.6544267936709409,-0.6408413361120014,-0.08983558798534157,-0.22283677014086875,1.2995558476549471
-0.2210297682612629,-0.03791993155654725,-0.7847462399289237,0.12952788927278397,-0.16483757353185322,-0.1952004237110195,-1.0765097752309336,0.15371330613662987,-0.9038583222436678,-1.377945636523876,2.2360679774997902,0.6726301284068325,-0.3770207400183576,-1.5280547949306922,1.5604486534327238,-0.08983558798534157,-0.22283677014086875,1.2995558476549471
